Accession	GeneName	Description	NC_1	NC_2	NC_3	NC_4	NC_5	HC_1	HC_2	HC_3	HC_4	HC_5	HD_1	HD_2	HD_3	HD_4	HD_5
A3KGF9	Ccdc9b	Coiled-coil domain-containing protein 9B	382.874176	389.0310974	668.0365601	634.1068115	337.5960693	146.6570435	358.6645813	257.3532104	228.8667145	398.1007385	423.9421082	306.8761902	206.8640289	401.8964539	543.4575806
A3KGS3	Ralgapa2	Ral GTPase-activating protein subunit alpha-2	829.0326538	1080.681885	1127.700928	1539.891846	1499.5177	814.5784302	926.3601685	837.4465332	943.8971558	834.1160889	731.3258057	801.0145264	716.4070435	824.8837891	915.0533447
A3KGV1	Odf2	Outer dense fiber protein 2	152.2270508	1293.003296	96.7202301	598.9204712	5038.317383	168.7979279	838.5073242	193.8649292	120.0289536	129.6441193	92.4517746	100.1662674	NaN	132.7212219	3423.296875
A3KMP2	Ttc38	Tetratricopeptide repeat protein 38	15605.27051	15356.81055	14630.35645	14228.69141	14984.2041	5496.048828	7759.57959	6924.681152	9558.904297	9652.019531	12062.47949	10268.61621	12020.81152	12537.88184	17743.44141
A4Q9F6	Ttll13	Tubulin polyglutamylase TTLL13	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A4UUI3	Gbp4	Guanylate-binding protein 4	7864.237793	13801.31738	9918.663086	10660.60059	11784.9209	9874.115234	12736.79102	9406.114258	9852.304688	13775.77734	NaN	10189.98633	18163.98242	13451.83984	9808.12207
A6H584	Col6a5	Collagen alpha-5(VI) chain	14777.37598	31528.83594	30297.05273	8829.801758	18492.77344	12804.65039	13851.27246	26334.39063	25367.25977	22880.17969	12465.76172	19552.49805	6736.777832	9654.311523	21611.05078
A6H5X4	Phf11	PHD finger protein 11	226.7072906	86.52588654	317.2662659	467.5308228	318.6568909	559.7722778	222.1287994	468.6368408	836.2199707	209.3844757	191.8584595	334.4627991	109.3461075	232.5059204	147.1605835
A6H5Y3	Mtr	Methionine synthase	975.9839478	1190.492188	1175.293579	1081.751953	1425.688354	1240.406128	1049.94165	1279.050293	1219.715698	1292.472534	932.3943481	1149.048218	804.8393555	982.4285889	1033.587769
A6H5Z3	Exoc6b	Exocyst complex component 6B	441.5555115	587.083313	336.9525757	452.006134	450.6908875	878.2524414	598.5264893	784.4421997	654.8394165	681.5019531	475.0513306	530.4631348	709.2877197	541.1873169	659.3840942
A6H611	Mipep	Mitochondrial intermediate peptidase	643.8098145	643.3617554	523.0465698	871.5914307	1128.356445	752.6140137	640.1367188	658.5933838	564.2894897	600.2322998	377.5092773	611.2484741	597.1016846	665.2671509	638.8502808
A6H619	Phrf1	PHD and RING finger domain-containing protein 1	NaN	NaN	NaN	NaN	NaN	NaN	107.4777527	200.298233	NaN	NaN	NaN	109.870285	NaN	NaN	NaN
A6H630	Armt1	Damage-control phosphatase ARMT1	696.156189	908.0081177	759.039978	674.9111328	731.0565186	851.0834351	1301.315186	762.9089966	1075.702515	781.8209229	751.3981323	791.3649902	841.3117065	768.9729004	1039.948608
A6H6A9	Rabgap1l	Rab GTPase-activating protein 1-like	3027.625244	4507.366699	4286.063477	4135.589844	2621.520264	2384.857422	4137.056641	3199.905029	3286.868896	3638.901123	3563.294922	4027.101074	3144.5896	3119.181885	3757.340576
A6H6E2	Mmrn2	Multimerin-2	2601.938965	2254.724121	2465.209717	2626.483398	2484.232666	1908.372681	2757.361084	2066.796387	3099.251953	3441.375488	4671.224609	3393.235596	2637.762451	2869.283203	2640.128418
A6H6E9	Ttc23l	Tetratricopeptide repeat protein 23-like	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A6H8H2	Dennd4c	DENN domain-containing protein 4C	2815.121338	3239.011963	3100.952881	3031.117188	2672.740967	4991.858887	4454.991699	6229.028809	4216.70459	3927.972412	3395.813477	3267.155518	2960.754639	2537.144287	3111.461426
A6PWD2	Fhad1	Forkhead-associated domain-containing protein 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A6X8Z5	Arhgap31	Rho GTPase-activating protein 31	150.1585541	249.9644012	363.2004089	346.3972168	183.1024933	449.3490295	650.5195313	565.5232544	408.4023743	506.0642395	432.417511	356.5006409	643.831665	481.4067383	435.3618774
A6X919	Dpy19l1	Protein C-mannosyl-transferase DPY19L1	659.0343628	1165.173828	857.2896118	744.5871582	888.8069458	894.9928589	882.8441162	904.9261475	902.2644043	1041.396606	758.7167969	990.6328125	623.2850342	643.6332397	960.0756226
A6X935	Itih4	Inter alpha-trypsin inhibitor, heavy chain 4	13636.63281	7861.052246	8685.875	6188.942383	12018.88086	9858.382813	6470.483398	5536.435547	7520.130371	3755.390381	22179.33203	18643.00391	35855.33984	7618.539551	8487.667969
A8C756	Thada	tRNA (32-2'-O)-methyltransferase regulator THADA	304.9760742	388.1798706	387.2492981	454.3993835	429.3496399	537.4404907	367.4439697	400.002655	350.0984497	296.9507446	451.4474792	390.322998	357.7398071	367.383667	455.4040833
A8E0Y8	Cd101	Immunoglobulin superfamily member 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A8Y5H7	Sec14l1	SEC14-like protein 1	602.6346436	592.1367188	666.5217896	549.3207397	520.7758789	716.7728271	1025.271118	970.3677368	861.4265137	768.8625488	598.3141479	703.8407593	961.3189697	765.7436523	704.6778564
A9Q751	Cfap221	Cilia- and flagella-associated protein 221	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
A9Z1V5	Vwa5b1	von Willebrand factor A domain-containing protein 5B1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B0V2N1	Ptprs	Receptor-type tyrosine-protein phosphatase S	197.5933838	193.576889	246.455719	123.0018921	109.3896942	384.6199341	175.0797577	182.3091431	368.0995789	197.038681	264.8359375	233.7323608	130.9176483	189.1846924	229.8641968
B1AR13	Cisd3	CDGSH iron-sulfur domain-containing protein 3, mitochondrial	1079.283691	1010.175964	730.6885376	1405.402954	1212.585205	519.9309082	627.6654663	1121.039429	1674.456787	1650.535156	950.866333	1023.66571	770.2738647	1311.628906	741.1097412
B1ARD6	Slfn9	Schlafen family member 9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B1ARW8		Uncharacterized protein C1orf122 homolog	271.0072937	153.7398071	323.7196045	291.5805969	248.105072	2484.358398	80.61950684	NaN	183.1312866	107.4516449	85.80741119	NaN	278.9234924	316.2789001	220.3580627
B1AS29	Grik3	Glutamate receptor ionotropic, kainate 3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B1AUE5	Pex10	Peroxisome biogenesis factor 10	332.379425	596.6112061	481.0501099	589.2903442	756.0996094	297.6939087	390.6222229	536.7817383	289.0909729	358.7594299	391.2159424	461.1823425	331.4856567	393.6704712	395.5099792
B1AVD1	Xpnpep2	Xaa-Pro aminopeptidase 2	848.0584717	987.124939	589.5216675	223.8101959	502.140625	336.3856201	411.0387268	476.5302734	367.7796936	171.7495422	292.3338928	220.8428955	NaN	63.39230347	293.0257263
B1AVH7	Tbc1d2	TBC1 domain family member 2A	134.434906	177.4398346	173.7667236	224.9851532	170.2865601	281.6416931	224.6568756	250.9785156	177.2727509	235.7121887	246.5825043	168.9705963	128.0460205	234.4677887	187.0046692
B1AVY7	Kif16b	Kinesin-like protein KIF16B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B1AVZ0	Uprt	Uracil phosphoribosyltransferase homolog	623.7266235	381.9862671	730.7844238	943.3810425	1018.553284	1113.300415	544.0368042	866.564209	817.5073242	329.2676392	386.1930847	394.1592712	650.9030762	511.7295227	473.8855896
B1AXD8	Akirin2	Akirin-2	138.7535248	NaN	186.3749237	202.5518951	NaN	417.2265015	362.7608337	289.4597168	323.4264832	306.0996399	291.5040283	230.9166565	423.4389954	NaN	152.3315735
B1AXH1	Nhsl2	NHS-like protein 2	153.3344116	214.4720917	114.4123459	121.0112228	78.80983734	157.9167633	194.5621033	200.131134	124.9559631	228.7315674	339.121582	342.7515869	242.4291382	166.3949127	387.4596863
B1AXP6	Tomm5	Mitochondrial import receptor subunit TOM5 homolog	7409.557617	5409.40918	4668.387695	5353.038574	6025.171875	5813.560547	5314.657715	4121.433594	4540.211914	3588.269287	4522.244141	5385.431152	8471.761719	4426.271484	6019.586914
B1AY10	Nfx1	Transcriptional repressor NF-X1	122.7432404	196.5154419	NaN	NaN	82.58804321	218.2946472	114.0417099	285.3093262	126.3855209	236.594162	268.1733093	78.98786926	NaN	55.88399124	268.3807678
B1AY13	Usp24	Ubiquitin carboxyl-terminal hydrolase 24	818.6864014	1119.487427	1090.925537	1084.814575	1069.35022	1145.520874	923.7606812	1190.067993	1121.280273	1042.127197	929.4818115	797.9096069	845.6312866	1005.621277	958.4457397
B1AYB6	Mbd5	Methyl-CpG-binding domain protein 5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B1AYL1	Scn7a	Sodium channel protein type 7 subunit alpha	1483.578491	2274.645752	2006.858398	2085.494629	2185.943115	777.7072144	1438.487305	939.1396484	1221.143799	1196.433105	1882.717163	1151.35022	1223.142578	1768.240601	1718.001953
B1AZA5	Tmem245	Transmembrane protein 245	1847.775513	3326.535156	2438.581299	3050.8396	2734.359619	2123.712158	2905.248535	1959.263184	1934.12439	2160.047363	2672.056885	1989.301392	2791.45752	1986.630615	2094.039795
B1AZI6	Thoc2	THO complex subunit 2	589.8618774	754.9228516	879.7736816	825.3306274	971.1934814	1240.825195	886.5027466	950.3213501	1056.435913	1186.334473	523.5639648	689.7575684	608.4246826	787.8425293	739.927063
B1AZP2	Dlgap4	Disks large-associated protein 4	2276.608398	1831.133667	2845.783936	2864.696533	2395.261475	5028.815918	2589.56665	2942.980713	4153.069336	2693.050049	2918.772217	2430.642822	2380.20459	2320.816162	2242.985352
B1B0V2	Ezhip	EZH inhibitory protein	591.4866943	NaN	NaN	152.5444336	NaN	NaN	NaN	213.1898956	NaN	NaN	NaN	182.2700043	316.9847412	NaN	NaN
B2B9E1	Triqk	Triple QxxK/R motif-containing protein	479.7500305	465.112854	1022.995361	800.1613159	789.3363647	543.7282715	1107.821533	1968.701172	NaN	1337.965576	556.4807129	1267.025635	914.6081543	1019.193054	2762.627197
B2KF05	Brpf3	Bromodomain and PHD finger-containing protein 3	1379.696777	911.37677	916.6876831	820.0980835	1066.532715	1478.483032	NaN	NaN	1301.282471	1394.893677	1317.33667	1593.843384	750.713562	968.8169556	974.1795654
B2RQC6	Cad	Multifunctional protein CAD	2674.955078	3584.675781	2883.495361	3023.575195	3155.526367	4900.860352	3547.984131	4014.516113	3932.815918	3858.958252	2717.883789	3575.688721	2468.393555	3301.569092	3323.033691
B2RQE8	Arhgap42	Rho GTPase-activating protein 42	252.403595	396.9914246	493.7962952	283.4533386	163.1446533	NaN	NaN	133.5198212	173.7407684	83.32445526	217.3096313	NaN	NaN	100.2800293	1161.723267
B2RR83	Ythdc2	3'-5' RNA helicase YTHDC2	104.1000824	182.1649933	111.7000961	134.2109375	86.9758606	37.51026154	99.34079742	143.2448273	232.8603973	110.7897797	75.67227936	57.43908691	83.8234024	106.5007401	68.0378418
B2RRD7	Brpf1	Peregrin	NaN	311.9195251	1061.958862	NaN	157.3181763	190.0372162	292.1095886	206.8024445	402.304718	NaN	186.6503143	NaN	NaN	NaN	NaN
B2RRE7	Otud4	OTU domain-containing protein 4	356.3959351	455.8799438	483.8699341	425.862793	330.8508911	502.7071533	392.7527161	500.5770264	510.9235535	538.0739746	465.6969604	331.6463013	340.2066345	483.6514587	455.6658325
B2RS91	Rrn3	RNA polymerase I-specific transcription initiation factor RRN3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.45371056	NaN	NaN	NaN	NaN	42.81916809	NaN
B2RSH2	Gnai1	Guanine nucleotide-binding protein G(i) subunit alpha-1	28738.39844	38906.71484	28012.30469	31709.22852	36201.32422	8895.849609	19704.72266	14798.43555	16909.36719	21086.95898	26498.51172	17740.94336	33482.91406	35706.44922	31598.23438
B2RU80	Ptprb	Receptor-type tyrosine-protein phosphatase beta	369.9601135	713.3494873	648.2391968	524.3325195	589.7562256	250.6972351	650.5030518	446.1828613	481.761322	790.4210205	759.7821045	469.1481934	795.8476563	744.8091431	667.4860229
B2RUJ5	Apba1	Amyloid-beta A4 precursor protein-binding family A member 1	89.12099457	203.9327087	239.8180237	178.9360962	176.0323792	158.4586945	219.8310089	326.3355713	77.42476654	133.5608521	237.892807	368.3273315	216.8639984	66.75959778	78.34396362
B2RUP2	Unc13d	Protein unc-13 homolog D	1807.069824	635.3174438	801.4610596	774.5515137	1393.524048	1293.860352	925.4789429	646.5402832	915.5390015	574.3503418	839.8475342	962.6478882	1248.886108	959.6904297	503.3845215
B2RUR8	Otud7b	OTU domain-containing protein 7B	334.6191406	393.2098389	370.4425964	349.1960754	212.7681732	144.0565338	305.688446	289.9216003	162.3435822	248.3413696	400.2952881	442.2601318	326.0159912	351.7984619	363.7936707
B2RVL6	Zcchc24	Zinc finger CCHC domain-containing protein 24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B2RVY9	Tmem182	Transmembrane protein 182	2551.068115	2131.632813	2579.225586	3500.413086	2863.352295	809.5958252	1259.741211	988.1148071	1864.566772	1202.359009	2091.906494	939.9622192	5413.541992	2941.593506	2600.448242
B2RW38	Cfap58	Cilia- and flagella-associated protein 58	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B2RWS6	Ep300	Histone acetyltransferase p300	NaN	128.8425293	81.1932373	NaN	109.6050644	122.0859909	118.5907593	156.345993	144.9418793	121.005127	NaN	NaN	203.9251251	107.8727036	NaN
B2RX12	Abcc3	ATP-binding cassette sub-family C member 3	1344.176514	2132.916992	1304.960449	1557.340698	1375.785034	904.3961792	1271.741821	909.80896	740.1203613	1175.305664	1521.523071	1130.628906	587.1721802	1163.302612	1268.896606
B2RX14	Tut4	Terminal uridylyltransferase 4	1552.031738	1602.237427	1003.750183	1481.279053	931.3995361	969.8936768	1683.159424	1300.220215	858.7155762	1423.864624	1452.929932	1276.064819	1688.461792	1284.457153	1176.578003
B2RXC1	Trappc11	Trafficking protein particle complex subunit 11	1233.575684	1876.263306	1685.254517	2172.141602	2253.452637	1892.758911	1644.084229	1933.766968	1976.007935	2255.668945	1796.198364	1652.429321	1675.605103	1881.376221	1999.596558
B2RXR6	Ankrd44	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B	1424.109497	1728.143188	1564.812012	1514.977295	1338.334229	1211.372314	1397.223145	1632.819092	1257.966064	1394.038208	1350.248413	1322.414917	1166.62207	1374.788696	992.2202148
B2RXS4	Plxnb2	Plexin-B2	1556.102417	1888.946777	1616.671997	921.9064331	1100.257935	2974.193848	2046.356567	3159.765869	2412.387695	1685.643799	1489.61499	1840.499146	924.8018799	1041.149658	1146.883423
B2RXV4	Flvcr1	Choline/ethanolamine transporter FLVCR1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B2RY04	Dock5	Dedicator of cytokinesis protein 5	180.0913849	382.9161072	251.6542969	234.6502991	266.4723816	477.4738159	339.0657959	371.8337097	281.3421936	380.7224121	273.9056396	374.809967	190.8795929	255.3093567	315.6598816
B2RY50	Odad2	Outer dynein arm-docking complex subunit 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B2RY56	Rbm25	RNA-binding protein 25	1292.716675	1211.194092	1404.959961	938.8891602	1329.140991	1521.253296	1106.248291	1377.104248	1382.032227	1251.984619	814.2386475	1110.496094	950.6213379	1385.400513	1024.748779
B5X0E4	Abcb5	ATP-binding cassette sub-family B member 5	1577.182617	821.1743774	NaN	1322.379883	1520.452881	1116.989746	762.8865967	520.0457764	NaN	NaN	970.7317505	1787.064575	NaN	757.4731445	731.758606
B5X0G2	Mup17	Major urinary protein 17	2342.422852	2366.055176	1665.309082	1206.537598	2372.891357	98.89529419	940.3167114	218.9171753	165.7151947	392.7572937	853.1231689	528.3050537	232.185379	339.0413208	1072.36731
B7ZCC9	Adgrg4	Adhesion G-protein coupled receptor G4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B7ZMP1	Xpnpep3	Xaa-Pro aminopeptidase 3	1430.634766	960.6199341	1499.533936	1700.099976	1982.909912	989.378418	1183.454102	1000.753357	1226.54834	885.5814209	650.9755859	1381.227173	2205.79126	1127.493896	1100.616821
B7ZNG0	Kif7	Kinesin-like protein KIF7	218.4075165	245.6330872	NaN	135.8745422	202.2981567	355.5211792	195.0052338	184.3618317	145.9715576	NaN	161.6676025	123.9706879	NaN	NaN	162.4851379
B8JK39	Itga9	Integrin alpha-9	235.7921753	76.36623383	164.3111725	249.4796753	325.6795044	176.9329529	176.0292358	291.5450439	149.1600952	124.0632095	53.9227829	255.4318085	56.20722961	121.6662445	183.9697113
B8JKV0	Amn1	Protein AMN1 homolog	834.5368652	1978.753174	650.6685181	971.381897	822.4164429	1527.240723	1318.98291	1100.389893	1200.672363	1074.638306	996.9228516	1070.809692	1778.011353	852.6712036	1237.526611
B8ZXI1	Qtrt2	Queuine tRNA-ribosyltransferase accessory subunit 2	338.1678772	350.5451355	427.362915	369.0919495	436.1430664	590.2663574	343.9306946	443.2481995	498.3361816	412.420105	498.0516663	307.4313354	381.240387	511.0504761	295.3699036
B9EJ80	Pdzd8	PDZ domain-containing protein 8	717.222229	1091.686646	801.6829834	675.289856	626.3018188	556.3469849	772.1936646	807.3005981	609.0710449	629.8685303	562.0209351	621.6703491	693.3746948	490.0566711	813.4752197
B9EJ86	Osbpl8	Oxysterol-binding protein-related protein 8	755.0466919	1426.580688	1149.696411	1038.484619	985.8200073	3910.561768	1778.322998	3262.766846	2373.615723	2015.820557	1437.989258	1145.957642	1438.696777	1486.196899	1458.438354
B9EJA2	Cttnbp2	Cortactin-binding protein 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
B9EJR8	Dnaaf5	Dynein axonemal assembly factor 5	188.6427917	276.2527161	227.3474579	244.2755127	240.0505981	446.3317871	329.4073181	346.7244568	291.3215942	305.8288269	175.7810211	189.3151398	299.0031128	290.6884766	373.8437195
B9EJV3	Greb1l	GREB1-like protein	3058.156494	3265.098389	3380.94458	3350.032227	4482.790527	8436.850586	5160.640137	6367.90332	4612.280762	6000.015625	4021.687744	5206.710938	3702.723633	4389.753906	5748.726074
B9EKI3	Tmf1	TATA element modulatory factor	1286.584717	1470.263428	1294.520874	1093.870483	1066.610352	2393.178223	1811.175659	1924.151001	1442.944824	1396.173096	1637.709961	1547.019165	1691.239014	1389.756714	1414.779297
C0HK79;C0HK80	Arxes1;Arxes2	Adipocyte-related X-chromosome expressed sequence 1;Adipocyte-related X-chromosome expressed sequence 2	2594.26709	3413.184082	2985.389404	3075.333252	3657.844971	1681.276001	2632.640869	2612.836182	2569.762207	2934.123535	2635.516602	2703.095703	3606.81665	3226.423828	2367.575439
C0HKD8;C0HKD9	Mfap1a;Mfap1b	Microfibrillar-associated protein 1A;Microfibrillar-associated protein 1B	441.999176	178.5348053	475.2318726	274.4854431	144.6405792	382.1478577	338.8852844	498.3973389	141.0865936	299.8278809	129.02565	358.3393555	303.1254272	246.9899139	225.7954712
C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP6	H2ac4;H2ac6;H2ac7;H2ac8;H2ac11;H2ac13;Hist1h2an;Hist1h2ao;Hist1h2ap;H2ac25;H2ac12	Histone H2A type 1-B;Histone H2A type 1-C;Histone H2A type 1-D;Histone H2A type 1-E;Histone H2A type 1-G;Histone H2A type 1-I;Histone H2A type 1-N;Histone H2A type 1-O;Histone H2A type 1-P;Histone H2A type 3;Histone H2A type 1-H	119907.1719	137726.4063	93427.99219	66501.75781	84841.90625	274427.6563	161238.5156	221010.3281	173014.375	191304.0781	115365.3203	175601.6094	148497.3438	140944.8906	182883.125
C0HKG5;C0HKG6	Rnaset2a;Rnaset2b	Ribonuclease T2-A;Ribonuclease T2-B	2020.329834	1769.014282	2533.905518	1283.631714	1847.071533	1900.057983	828.9592285	676.7734375	1489.335571	578.0049438	672.6668091	769.0032959	1414.589355	1489.703491	959.008606
C3VPR6	Nlrc5	Protein NLRC5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
D0QMC3	Mndal	Myeloid cell nuclear differentiation antigen-like protein	948.9107056	750.7515259	910.6022949	600.7608643	688.4273682	1165.45459	836.0112305	1531.605347	1097.237549	1245.659302	711.7564697	1039.47644	832.7600098	1516.859619	636.8092041
D3YUE4	Fam151b	Protein FAM151B	676.552063	542.711792	849.8522339	682.9899292	749.890625	335.8803101	425.7250061	326.014801	563.852478	543.4595337	705.5895386	591.9706421	678.1462402	511.0588989	572.8646851
D3YUJ3	Ccnyl1	Cyclin-Y-like protein 1	689.1826172	944.7388916	827.8705444	920.6656494	975.567688	651.0229492	981.6693726	742.8626709	501.7221985	671.8312988	756.9384766	706.8007202	761.8529663	802.199707	712.9125977
D3YX43	Vsig10	V-set and immunoglobulin domain-containing protein 10	449.2089233	487.8807678	172.594696	130.8207245	189.7976685	271.6659851	433.1009521	496.2836304	265.6459351	305.9428406	283.016571	251.4412842	208.2433777	229.065506	253.7952576
D3YXJ0	Dgkh	Diacylglycerol kinase eta	63.61530685	167.3403931	NaN	124.0069046	101.1320572	371.7690735	146.5967407	NaN	123.161438	217.1270599	NaN	NaN	NaN	350.9450073	NaN
D3YXK2	Safb	Scaffold attachment factor B1	1026.766235	826.5605469	832.9747314	771.5613403	821.49823	1904.591187	857.1261597	1041.454834	1134.141235	915.6600342	753.5593262	884.973877	668.7537842	1041.152344	1200.776978
D3YY23	Lonrf1	LON peptidase N-terminal domain and RING finger protein 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
D3YYU8	Obsl1	Obscurin-like protein 1	189.271347	837.2952881	NaN	160.0086365	179.9901276	232.4095154	132.1496582	387.531189	222.4841461	168.9655457	283.2478943	361.3341675	114.899353	152.7330322	251.140976
D3YZG8	Mthfd2l	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase 2, mitochondrial	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
D3YZP9	Ccdc6	Coiled-coil domain-containing protein 6	3192.408447	3205.047363	2802.908203	2501.607422	2305.508545	3637.406494	3933.157715	3383.305908	3736.22168	3207.513184	3647.972412	3339.486816	2737.87085	2683.120117	2691.743408
D3Z2R5	Selenon	Selenoprotein N	582.9129639	773.8644409	454.4443665	430.1473999	312.3266602	799.3051758	666.2797241	999.0558472	533.9539795	597.3917236	524.5973511	653.4298706	178.8829041	456.2400513	589.9499512
D3Z2X2	Dnhd1	Dynein heavy chain domain-containing protein 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
D3Z4S3	Ptrhd1	Putative peptidyl-tRNA hydrolase PTRHD1	1758.471191	1716.189087	2209.531982	2003.813599	1596.771606	2025.648926	2065.925537	1905.348999	2043.276733	1790.343506	2535.666504	2475.633789	2620.928955	2205.988281	1807.205566
